credit_provider_name;trading_names;registration_status;effective_date
"RINSOS FOOD DISTRIBUTION (PTY) LTD";"RINSO'S FOOD DISTRIBUTION";"registered";"2019/08/28"
"S AND D TRUCK BODIES (PTY) LTD";"S N M FINACIALS";"registered";"2019/09/02"
"WHITE CAPITAL ADVISORS AFRICA (PTY) LTD";"";"registered";"2019/08/30"
"M AND T CASH LOANS (PTY) LTD";"";"registered";"2019/08/29"
"MUANO FINANCIAL SERVICES (PTY) LTD";"";"registered";"2019/08/30"
"BLACK STALLION FINANCE (PTY) LTD";"";"registered";"2019/09/03"
"MR GUY LOANS (PTY) LTD";"";"registered";"2019/09/04"
"NEL AND UNWIN (PTY) LTD";"";"registered";"2007/07/18"
"J S CASH LOANS (PTY) LTD";"";"registered";"2019/09/04"
"TEBOMAU FINANCIAL SERVICES (PTY) LTD";"";"registered";"2019/08/30"
"MAVAVA TRADING 291 (PTY) LTD";"";"lapsed";"2018/03/21"
"TALENT'S INTERIORS STYLES CC";"";"lapsed";"2018/03/03"
"NYAMANE CASH FINANCE (PTY) LTD";"";"lapsed";"2018/03/21"
"SHANIKE INVESTMENTS NO 131 (PTY) LTD";"";"lapsed";"2016/03/31"
"RUSH TRADING AND MANUFACTURING CC";"";"lapsed";"2018/11/30"
"MINOMANZI (PTY) LTD";"";"lapsed";"2018/03/19"
"LA-MONTAGNE VIRTUAL LOANS (PTY) LTD";"";"lapsed";"2018/03/21"
"XTRAR MICROFINANCE (PTY) LTD";"";"lapsed";""
"MATTHYS JOHANNES LOURENS BADENHORST";"";"lapsed";"2018/11/23"
"RETIREMENT PLACES CC";"";"lapsed";""
"HEROLD LOANS (PTY) LTD";"";"registered";"2019/08/30"
"KES CREDIT SOLUTIONS (PTY) LTD";"";"registered";"2019/08/30"
"EKWITEIT (PTY) LTD";"";"registered";"2019/08/30"
"SIYANGO FINANCE (PTY) LTD";"";"registered";"2019/08/29"
"D AND M LEGACY FINANCIAL SERVICES (PTY) LTD";"";"registered";"2019/09/03"
"THABETHE CIDS CC";"ZAKA";"registered";"2019/09/02"
"VHARIDA FINANCIAL SERVICES (PTY) LTD";"";"registered";"2019/09/02"
"PARTRIDGE BUILDING SUPPLIES (PTY) LTD";"";"registered";"2019/09/02"
"JOHN ALAN STALEY";"";"registered";"2019/08/16"
"ARCADIA CASH LOANS (PTY) LTD";"";"registered";"2019/09/02"
"IMBRIFIN CC";"";"lapsed";"2018/03/19"
"FANTEGO FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2018/03/21"
"STROEBEL FAMILY TRUST";"";"lapsed";"2018/03/03"
"ANNELIZE MORKEL";"";"lapsed";""
"CUSTOMER SERVICE TRADING ENTERPRISE (PTY) LTD";"";"lapsed";"2018/03/19"
"COBOL FINANCE CC";"";"lapsed";""
"NATIONAL PRIDE TRADING 614 (PTY) LTD";"";"lapsed";"2018/03/19"
"RINAE INVESTMENTS (PTY) LTD";"";"lapsed";"2018/03/21"
"HANTA BELEGGINGS CC";"";"lapsed";"2018/03/19"
"MATHOKO FINANCIAL SERVICE CC";"";"lapsed";"2018/03/21"
"PHATSIMO EMPIRE (PTY) LTD";"RE THUSA BATHO FINANCE";"registered";"2019/09/04"
"ALM TRADING PROJECTS (PTY) LTD";"";"registered";"2019/09/03"
"VENTER FAMILIE TRUST";"STADIUM FINANCE";"registered";"2007/10/03"
"CASH VIEW CC";"CASH CONVERTERS - TABLE VIEW";"registered";"2007/10/08"
"CHALCID (PTY) LTD";"";"registered";"2007/06/01"
"WILLOWMORE CASH LOANS CC";"IMALI";"registered";"2007/09/03"
"H A THERON BELEGGINGS BK";"THERON BELEGGINGS";"registered";"2007/08/14"
"EMBALENHLE FINANCE CC";"";"registered";"2007/05/15"
"SAMBA CO - OP LTD";"";"registered";"2007/09/03"
"PAROW MOTOR HANDELAARS (EDMS) BPK";"";"registered";"2007/05/18"
"TARIOPIX (PTY) LTD";"";"lapsed";"2018/03/19"
"K2012005536 (South Africa) (PTY) LTD";"";"lapsed";"2018/03/21"
"NVSC FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2014/10/30"
"DELMI (PTY) LTD";"";"lapsed";""
"STATE PREMIUM INVESTMENT CC";"";"lapsed";""
"PAWN EXCHANGE (PTY) LTD";"";"lapsed";"2019/04/17"
"NDLANZI CASH LOAN (PTY) LTD";"";"lapsed";""
"RAPID CASH (PTY) LTD";"";"lapsed";"2018/03/21"
"ISIVIVANE SETHU FINANCE INSTITUTE (Ass Incorp under Section 21)";"";"lapsed";"2014/05/31"
"JC FINANSIELE DIENSTE (PTY) LTD";"";"lapsed";""
"AMC CLASSIC (PTY) LTD";"AMC COOKWARE";"registered";"2007/08/08"
"PBP CATERERS CC";"STEFRI LENINGS- HAMILTON, REKTORS WEG";"registered";"2007/08/14"
"QUALITY TIME MARKETING (PTY) LTD";"";"registered";"2007/10/04"
"LENGEN TRUST";"LENGEN TRUST";"registered";"2007/10/04"
"TELEGENIX TRADING 693 CC";"DUMELA CASH LOANS, RATHUSHA CASH LOANS";"registered";"2007/08/14"
"RESPONSIBLE FINANCIAL MANAGEMENT CC";"";"registered";"2007/06/12"
"LAURANCE TRADING CC";"";"registered";"2007/07/16"
"LOUFIN FINANSIELE DIENSTE CC";"";"registered";"2007/05/28"
"ARENDS PANDJIES WINKEL CC";"EAGLE PAWN SHOP";"registered";"2007/09/20"
"CAPITEC BANK LIMITED";"";"registered";"2007/03/07"
"COMMONWEALTH FINANCE SOUTH AFRICA (PTY) LTD";"";"lapsed";""
"AGRONOMISE (PTY) LTD";"";"lapsed";""
"DISTINCTION UMBRELLA PROVIDENT FUND";"";"lapsed";"2019/07/02"
"TINISA TRADING AND PROJECTS CC";"";"lapsed";"2018/03/21"
"MATTVEST INVESTMENTS (PTY) LTD";"";"lapsed";""
"M.T.D SECURITY AND FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2019/04/17"
"CHEDY EMPOWERMENT SERVICES CC";"";"lapsed";"2014/03/31"
"FTB FINANCE (PTY) LTD";"";"lapsed";"2018/05/01"
"SOUTHERN PALACE INVESTMENTS 265 (PTY) LTD";"";"lapsed";""
"NELNGOB TRADING ENTERPRISE CC";"";"lapsed";"2018/03/21"
"LOUHEN KONSULTANTE (MOSSELBAAI I) CC";"BAY LOANS";"registered";"2007/04/05"
"ZINGARO TRADE 6 (PTY) LTD";"NELSINIS";"registered";"2007/08/02"
"KML - FINANCIAL CC";"KINGS MICRO LOANS";"registered";"2007/07/20"
"FUTURE CONSULTANTS TRUST";"";"registered";"2007/06/12"
"TN VISSER FINANCIAL SERVICES CC";"";"registered";"2007/08/08"
"NICOLAAS JACOBUS BOTHA";"OBERHOLZER PANDWINKEL";"registered";"2007/09/21"
"MAGICBREAKAWAYS LEISURE DEVELOPMENTS (PTY) LTD";"";"registered";"2007/09/10"
"LUFRED FINANCIAL SERVICES CC";"";"registered";"2007/09/19"
"SPECTRIFIN CAPITAL (PTY) LTD";"SPECTRIFIN";"registered";"2007/06/04"
"DUNCI TRADING CC";"";"registered";"2007/07/11"
"KWASIZA BANTU MICRO LOANS CC";"";"lapsed";""
"LOUHEN KONSULTANTE (SOMERSET WES 1) CC";"";"lapsed";"2018/03/19"
"IKHUTSENG FINANCIAL SERVICES CC";"";"lapsed";"2018/03/21"
"CITI LOANS (PTY) LTD";"";"lapsed";"2018/03/21"
"WAGON WHEELS CASH LOANS CC";"";"lapsed";"2014/10/30"
"S A SUN EXPOSE TRADING CC";"";"lapsed";"2018/03/19"
"M JAVAS TRADING AND PROJECTS CC";"";"lapsed";"2018/03/21"
"SHOMORU TRADING ENTERPRISE CC";"";"lapsed";"2014/10/30"
"RENDERSOUR TRADING AND PROJECT 25 CC";"";"lapsed";"2014/10/30"
"STANDER VEEN CC";"";"lapsed";"2018/03/21"
"DACQUP FINANCES CC";"ABC FINANCIAL SERVICES";"registered";"2007/08/27"
"SA A2Z CONSULT CC";"MASAKHANE CASH LOANS";"registered";"2007/08/27"
"B AND H CASH LOANS CC";"";"registered";"2007/08/16"
"NAMA KHOI FINANSIELE DIENSTE BK";"BAYSIDE CASH LOANS, MOUNTAIN FINANCIAL SERVICES, ALFA FINANSIELE DIENSTE";"registered";"2007/08/22"
"IEMAS FINANCIAL SERVICES CO-OPERATIVE LIMITED";"";"registered";"2007/06/05"
"BEST PROSPECTS 169 CC";"";"registered";"2007/09/06"
"NEWINVEST 239 (PTY) LTD";"CASH CRUSADERS - WITBANK";"registered";"2007/08/30"
"KAMELA QUICK CASH CC";"";"registered";"2007/08/21"
"EDU ACHIEVERS CC";"MULTIFIN FINANCE";"registered";"2007/09/11"
"AVENT CASH LOANS CC";"SUPER CASH LOANS";"registered";"2007/08/01"
"PRIMI LOAN (PTY) LTD";"";"lapsed";"2018/03/21"
"ROAD MAPS FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2018/03/03"
"HPM TIISANO ENTERPRISE CC";"";"lapsed";"2018/03/19"
"S J GELDENHUYS TESTAMENTARY TRUST";"";"lapsed";"2018/03/03"
"NOJOLI CASH LOANS CC";"";"lapsed";"2014/03/31"
"DEON BUITENDAG";"";"lapsed";"2018/03/31"
"BRIAN MANGI MDLULI";"";"lapsed";"2018/03/21"
"FIKIPO BUSINESS TRADING CC";"";"lapsed";"2018/11/30"
"PMK GOLDEN SUPPLIERS CC";"";"lapsed";"2014/10/30"
"RAMCHAND SEWPERSAD";"";"lapsed";"2014/10/30"
"J C J FINANSIELE ADVISEURS CC";"";"registered";"2007/07/30"
"BI-SELL GOODS CC";"CASH CONVERTERS";"registered";"2007/09/25"
"STELLENDUO VERSEKERINGS MAKELAARS BK";"";"registered";"2007/10/02"
"COMMSHELF 86 CC";"PEZULU FINANCE";"registered";"2007/08/30"
"M C G FINANCE CC";"";"registered";"2007/08/20"
"COR-ANN ONDERNEMINGS CC";"CASH CRUSADERS - UPINGTON";"registered";"2007/05/30"
"KEBBEL 54 CC";"WESBOU FINANCIAL SERVICES";"registered";"2007/08/13"
"JANSEN EN COETZEE KONTANTLENINGS CC";"BUDGET LOANS";"registered";"2007/07/12"
"S P B FINANSIELE DIENSTE BK";"BESTLUCK, T JUCTION";"registered";"2007/04/07"
"EVERRIGHT FINANCIAL SERVICES CC";"M & H FINANCIAL SERVICES";"registered";"2007/05/09"
"LURCO TRADING 294 (PTY) LTD";"";"lapsed";"2014/10/30"
"ACTIVA BROKERS CC";"";"lapsed";"2014/10/30"
"ETLANG FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"TURNOVER TRADING 278 (PTY) LTD";"";"lapsed";"2014/10/30"
"K2011137906 (South Africa) (PTY) LTD";"";"lapsed";"2014/10/30"
"PHOKA FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2014/10/30"
"PURPLE FOUNTAIN PROPERTIES 156 (PTY) LTD";"";"lapsed";"2014/10/30"
"STRATEGIC MACHINE RENTALS (PTY) LTD";"";"lapsed";"2014/10/30"
"IMPERIAL GROUP (PTY) LTD";"";"lapsed";"2014/10/30"
"ACORN PROJECTS (PTY) LTD";"";"lapsed";"2018/03/19"
"MILLENIUM LOAN SERVICES HEILBRON CC";"MILLENIUM LOAN SERVICES";"registered";"2007/09/28"
"MILCAR DEVELOPMENT CC";"KAIROS VACATION CORPORATION- TABLEVIEW, BELLVILLE , BAYWATER VILLAGE, DUIWE AVENUE & LOWVELD LEISURE";"registered";"2007/07/17"
"BLAIZEPOINT TRADING 356 CC";"CASH CRUSADERS EMPANGENI";"registered";"2007/04/23"
"BABEREKI EMPLOYEE SUPPORT SERVICES (PTY) LTD";"BABEREKI FINANCE";"registered";"2007/06/20"
"SLIP ON TRADING CC";"FINANCIAL SOLUTIONS";"registered";"2007/08/07"
"CAPRI EXCLUSIVE HOMEWARE (PTY) LTD";"";"registered";"2007/09/05"
"SOUTHERN AMBITION 80 CC";"INTRA FINANCE FISH HOEK";"registered";"2007/08/08"
"PAWN 'n CASH CC";"";"registered";"2007/04/18"
"VELA CASH LOANS CC";"VELA CASH LOANS";"registered";"2007/09/13"
"FIVE STAR CASH LOANS CC";"";"registered";"2007/09/10"
"JANY MINOR LOANS CC";"";"lapsed";"2018/03/21"
"JORDEGO CASH LOANS (PTY) LTD";"";"lapsed";"2014/10/30"
"AVHI CASH LOANS (PTY) LTD";"";"lapsed";"2014/10/30"
"INFINITY LOANS (PTY) LTD";"";"lapsed";"2018/03/19"
"NEW WORLD FINANCE (PTY) LTD";"";"lapsed";"2016/03/31"
"HOESESHOE ENTERPRISE AND PROJECTS (PTY) LTD";"";"lapsed";""
"NIMBLE CAPITAL MANAGEMENT GP (PTY) LTD";"";"lapsed";"2018/03/19"
"ONE VISION INVESTMENTS 173 (PTY) LTD";"";"lapsed";""
"GAMAT HARRIS AND JASMINA HARRIS TRADING IN PARTNERSHIP";"";"lapsed";"2019/07/01"
"TEBOKAMO TRADING AND PROJECTS (PTY) LTD";"";"lapsed";"2018/03/19"
"HELPMEKAAR FINANSIELE DIENSTE (PTY) LTD";"FLEXI FINANCE";"registered";"2007/09/11"
"ALBARAKA BANK LIMITED";"ALBARAKA BANK";"registered";"2007/05/16"
"AMANDLA AWETHU FINANCE CC";"";"registered";"2007/05/03"
"TSHEPANG TSHELETE CC";"MALI MALI CASHLOANS";"registered";"2007/09/06"
"MULTI PROPERTY CARE CC";"QUICKFIN NATIONWIDE";"registered";"2007/10/03"
"ALPHA SCK MIKROLENERS BK";"ALFA KONSULTANTE";"registered";"2007/08/25"
"RELLING OUTFITTERS CC";"RELLINGS";"registered";"2007/09/13"
"MILENGRO SERVICES CC";"FAST FINANCE NIGEL";"registered";"2007/07/05"
"MARK BONINI";"RB'S PAWNBROKERS";"registered";"2007/10/03"
"APPLES CASH LOAN CC";"";"registered";"2007/09/21"
"BIGTIME BIGMONEY FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2018/03/19"
"MMONIS CASH LOAN (PTY) LTD";"";"lapsed";"2014/10/30"
"NUCASH TECHNOLOGIES (PTY) LTD";"";"lapsed";"2018/03/03"
"EZILON CASH LOANS CC";"";"lapsed";"2018/03/19"
"PROSPEROUS INITIATIVE MINDS TRADING ENTERPRISE CC";"";"lapsed";"2014/10/30"
"KHALFANI TRADING AND PROJECT (PTY) LTD";"";"lapsed";""
"M L INTERNATIONAL TRADING 22 (PTY) LTD";"";"lapsed";"2018/03/03"
"MAFANGAMBITI TRADING ENTERPRISE CC";"";"lapsed";"2018/03/19"
"SAFRANE CC";"";"lapsed";"2018/03/19"
"LINDA BEATRICE WOOLNOUGH";"";"lapsed";"2017/12/11"
"NUTRI STAHL COOKWARE (PTY) LTD";"";"registered";"2007/09/04"
"JOHAN DU PLESSIS";"";"registered";"2007/08/30"
"KEOGH FINANCIAL SERVICES CC";"";"registered";"2007/10/02"
"ASCENSION FINANCIAL SERVICES (PTY) LTD";"ASCENSION";"registered";"2007/09/14"
"RFS HOMELOANS (PTY) LTD";"";"registered";"2007/09/18"
"LORABI 87 CC";"CZ FINANCIAL SERVICES";"registered";"2007/09/10"
"GROUP SIX FINANCE (PTY) LTD";"";"registered";"2007/04/12"
"THERECK 23 CC";"MONEY BOX";"registered";"2007/05/02"
"NICO ROETS TRUST";"RE THUSA CASH";"registered";"2007/05/18"
"DUKOB CASH LOANS CC";"QUICK CASH";"registered";"2007/05/31"
"CAMERON PET FOODS (PTY) LTD";"";"lapsed";"2014/10/30"
"YOLANDA GRUNDLING";"";"lapsed";"2018/03/21"
"VMK QUICK CASH (PTY) LTD";"";"lapsed";""
"HASTINGS TRADING CC";"";"lapsed";""
"PAYCHEQUE CC";"";"lapsed";"2014/03/31"
"MOKELIZ (PTY) LTD";"";"lapsed";""
"LOUIS HENDRIK LEONARD";"";"lapsed";""
"HENDRIK PETRUS OOSTHUIZEN";"";"lapsed";""
"REAL KWIK CASH LOANS CC";"";"lapsed";"2014/10/30"
"HMA FINANCIAL SERVICES (PTY) LTD";"";"lapsed";""
"TJHAILE LOANS (PTY) LTD";"";"registered";"2007/06/06"
"DURBANVILLE KONTANTLENINGS BK";"";"registered";"2007/09/28"
"D & M LOANS CC";"";"registered";"2007/05/07"
"LYNSON FINANCIAL SERVICES CC";"M B CASH LOANS";"registered";"2007/09/26"
"LCS FINANCIAL SERVICES (PTY) LTD";"";"registered";"2007/04/03"
"ENTLE TRADING 548 CC";"";"registered";"2007/08/14"
"SUNNY WIRE CASH LOANS CC";"";"registered";"2007/09/20"
"QIN YI TRADING CC";"QIN YI TRADING CC";"registered";"2007/09/20"
"SALLY'S FINANCE CC";"";"registered";"2007/03/27"
"NTSEPE FINANCIAL SERVICES CC";"";"registered";"2007/09/14"
"PETRUS HENDRIK STORM";"";"lapsed";""
"COMBINED PROPERTY FINANCE (PTY) LTD";"";"lapsed";""
"SHAOHUA ZHUANG";"";"lapsed";"2019/04/17"
"CUROSCORE (PTY) LTD";"";"lapsed";""
"DEKOBEL ELF (PTY) LTD";"";"lapsed";"2017/12/11"
"EDA FINANCE FACILITY CC";"";"lapsed";""
"ALFAV FINANCE CC";"";"lapsed";"2014/03/31"
"MEYREEN FANNIN";"";"lapsed";""
"JAN BERNARDUS WILLERS";"";"lapsed";""
"JAEDITH CASH LOAN (PTY) LTD";"";"lapsed";"2018/03/19"
"TAFELBERG MEUBELS/FURNISHERS (PTY) LTD";"";"registered";"2007/04/13"
"SBHADU TRADING CC";"";"registered";"2007/10/03"
"SMARTCREDIT ADMINISTRATORS (PTY) LTD";"SMART CREDIT";"registered";"2007/10/02"
"MONEYWAYS SIX CC";"";"registered";"2007/08/29"
"BLUE GRANITE INVESTMENTS NO.2 (RF) LTD";"";"registered";"2007/08/16"
"BLUE GRANITE INVESTMENTS NO.3 (RF) LTD";"";"registered";"2007/08/16"
"LOFO FINANCIAL SERVICES CC";"WILLOU FINANCE";"registered";"2007/10/22"
"DELDEW ESTATES CC";"CASHCOR";"registered";"2007/04/04"
"CAPE FINANCE CORPORATION LTD";"";"registered";"2007/03/20"
"CASH CRUSADERS BOKSBURG (PTY) LTD";"CASH CRUSADERS BOKSBURG";"registered";"2007/10/09"
"PIETER CHRISTIAN VAN EEDEN";"";"lapsed";""
"SISHI INVESTMENTS (PTY) LTD";"";"lapsed";""
"MOSS AND SON LOGISTICS CC";"";"lapsed";""
"S A AIRLINK (PTY) LTD";"";"lapsed";""
"ORACULAN 233 CC";"";"lapsed";"2018/03/03"
"ZERANZA 87 (PTY) LTD";"";"lapsed";"2018/03/19"
"ZELAZO CC";"";"lapsed";""
"THE NEMROSE TRADING AND SECURITY SERVICES CC";"";"lapsed";""
"MIDLANDS PINE PRODUCTS (PTY) LTD";"";"lapsed";"2015/08/04"
"NHLUNGWANG'S CONSTRUCTION CC";"";"lapsed";"2018/05/01"
"CASH CRUSADERS NORTHMEAD (PTY) LTD";"CASH CRUSADERS NORTHMEAD";"registered";"2007/10/09"
"NDITSHENI FINANCIAL SERVICES";"";"registered";"2007/09/18"
"THE STANDARD BANK OF SOUTH AFRICA LIMITED";"";"registered";"2007/04/11"
"ECONOCOM 228 CC";"SMART FINANCIAL SERVICES";"registered";"2007/05/28"
"BLUE BOND FINANCIAL NOMINEES (PTY) LTD";"";"registered";"2007/09/28"
"DARRAS FINANCIAL SERVICES CC";"DARRAS FINANCIAL SERVICES";"registered";"2007/08/07"
"COMMISSIONER CASH CC";"";"registered";"2007/08/01"
"NATIONAL BARGAINING COUNCIL FOR THE CLOTHING MANUFACTURING INDUSTRY WESTERN CAPE REGION PROVIDENT FUND";"";"registered";"2007/10/18"
"PCL TRUST";"PCL";"registered";"2007/10/09"
"MVURI BUSINESS ENTERPRISE CC";"GLENMIK FINANCIAL SERVICES";"registered";"2007/10/19"
"TRENDICHRON TRADING CC";"";"lapsed";""
"HELP SOMEONE FINANCE (PTY) LTD";"";"lapsed";""
"GERRIT PETRUS NEL";"";"lapsed";"2018/03/19"
"AGRI DELIGHT TRAINING AND CONSULTING CC";"";"lapsed";""
"ADT SECURITY PROVIDENT FUND";"";"lapsed";"2018/11/01"
"ISITHELO EPITOME GROUP (PTY) LTD";"";"lapsed";"2018/03/19"
"GOLDEN SUN FINANCIAL (PTY) LTD";"";"lapsed";""
"CHAUKE AND MANYIKE LOAN AGENCY (PTY) LTD";"";"lapsed";""
"ON-THE-GO VEHICLE FINANCE (PTY) LTD";"";"lapsed";""
"THE CURVE BEHIND TRADING 6 CC";"";"lapsed";"2018/03/19"
"JL FINANSIELE DIENSTE BK";"LOANS FOR U- JONES STREET & CURREY STREET";"registered";"2007/10/16"
"CALITZ EN MARAIS MIKROLENERS BK";"";"registered";"2007/06/04"
"CORAND TRADERS CC";"";"registered";"2007/05/21"
"COPAX CC";"MILOC";"registered";"2007/04/24"
"FIX FINANCE CC";"";"registered";"2007/09/27"
"VERMORE CC";"CASH CRUSADERS";"registered";"2007/08/23"
"CBR CASH LOANS CC";"CBR CASH LOANS- MONTAGU, BONNIEVALE";"registered";"2007/09/17"
"J F D CASH LOANS CC";"";"registered";"2007/06/11"
"PHILIP DU PLESSIS";"DIE HUISVRIEND VREDENDAL";"registered";"2007/07/12"
"J AND W BUSINESS CONSULTANTS-FINANCE (OOS LONDON) CC";"";"registered";"2007/10/08"
"MBUSTELL BUILDING AND CONSTRUCTION SERVICES CC";"";"lapsed";"2018/03/19"
"MUCHECHO MACECHOS TRADE AND MARKETING (PTY) LTD";"";"lapsed";"2018/03/19"
"PEOPLEFIN CC";"";"lapsed";"2018/03/03"
"TIGRIS DIRECT (PTY) LTD";"";"lapsed";"2018/05/01"
"JAMESON MUSAWOKUPHILA MTHETHWA";"";"lapsed";""
"DUMI CASH LOANS CC";"";"lapsed";""
"MAMASHADO CONSTRUCTION AND SERVICES CC";"";"lapsed";""
"LUNGHISA TRADING 87 CC";"";"lapsed";""
"MBELE CASH LOANS AND TRADING (PTY) LTD";"";"lapsed";"2018/03/19"
"BETTERCREDIT (PTY) LTD";"";"lapsed";"2014/03/31"
"SAPOTA BUSINESS ENTERPRISES CC";"RAMS FINANCE";"registered";"2007/10/10"
"BONGANI FINANCE TRUST";"";"registered";"2007/10/09"
"ITHALA SOC LTD";"";"registered";"2007/07/05"
"SUPFIN SERVICES CC";"";"registered";"2007/04/16"
"PHOSH FINANCIAL SERVICES (PTY) LTD";"";"registered";"2007/08/14"
"GERRIeS CASH LOANS CC";"";"registered";"2007/06/11"
"LEEN NOOD BELEGGINGS BK";"CASHFIN";"registered";"2007/05/31"
"CALTON EASY CASH LOANS CC";"EASY CASH LOANS";"registered";"2007/05/04"
"KITSO TRADING 52 CC";"CRISIS CASH";"registered";"2007/09/02"
"TRADERS PAWN WORLD CC";"";"registered";"2007/06/04"
"SEGACHRIS PUBLISHING (PTY) LTD";"";"lapsed";""
"PHEMELO LOANS (PTY) LTD";"";"lapsed";""
"EGAGULENI FINANCIAL SERVICES (PTY) LTD";"";"lapsed";""
"MUNZHEDZI FINANCIAL SERVICES (PTY) LTD";"";"lapsed";""
"MAIKETLO BUSINESS SOLUTION (PTY) LTD";"";"lapsed";"2018/03/21"
"FARPOINT TRADING 208 CC";"";"lapsed";""
"FLEET DATA TECHNOLOGIES CC";"";"lapsed";""
"ROMANO'S CASH LOANS CC";"";"lapsed";"2015/03/31"
"PREMCHAND SEWPARSAD";"";"lapsed";""
"MMAPHUTI AUDREY KHWINANA";"";"lapsed";""
"NEOPHRON INVESTMENTS CC";"";"lapsed";""
"SPECIALISED MORTGAGE CAPITAL (PTY) LTD";"";"lapsed";"2018/03/19"
"COPPER SUNSET TRADING 220 (PTY) LTD";"";"lapsed";""
"GERALD SKOWNO";"";"lapsed";""
"DEPINHO INVESTMENTS CC";"";"lapsed";"2019/07/01"
"MALDES TRADING AND PROJECTS (PTY) LTD";"";"lapsed";""
"SHALENDRA MADHAN BHOLA";"";"lapsed";""
"RATHI FINANCIAL SERVICES (PTY) LTD";"";"lapsed";""
"AIFHELI CASH LOAN CC";"";"lapsed";""
"PRIMULA INK (PTY) LTD";"";"lapsed";"2018/05/01"
"FUNDI CAPITAL (PTY) LTD";"";"registered";"2007/04/10"
"ILLUSTRIOUS TRADING 15 CC";"EASY CASH LOANS";"registered";"2007/08/14"
"ANDREW FRANCOIS WHEELER";"BRENTWOOD FINANCE";"registered";"2007/09/27"
"HAMBISANI CONSULTING (PTY) LTD";"";"registered";"2007/10/22"
"LOUHEN SOMERSET WES NO 2 BK";"LOANCOR";"registered";"2007/06/04"
"EAST CAPE FINANCE AND CASH CORPORATION CC";"E C FINANCE";"registered";"2007/10/12"
"RDJ TRUST";"KUYASA FINANCIAL BROKERS";"registered";"2007/10/17"
"FIXTRADE 164 (PTY) LTD";"CASH CONVERTERS EAST RAND VALUE MALL";"registered";"2007/09/10"
"SAFRITRA FINANCIAL SERVICES CC";"";"registered";"2007/08/07"
"NEDBANK LIMITED";"";"registered";"2007/03/15"
"REDFERN FINANCE CC";"";"lapsed";""
"MUSAWENKOSI INNOCENT MASINGA";"";"lapsed";""
"COPPER LAKE INVESTMENTS 157 CC";"";"lapsed";"2018/11/23"
"PROVENTO CC";"";"lapsed";""
"CHART CASH LOANS & BUSINESS SERVICES CC";"";"lapsed";"2014/03/31"
"ACORN MOBILE CASH LOAN (PTY) LTD";"";"lapsed";""
"PHINEE BROTHERS HOLDINGS AND INVESTMENTS (PTY) LTD";"";"lapsed";""
"CHRISTOPHER RILEY";"";"lapsed";"2018/03/19"
"STEFANDREA CC";"";"lapsed";""
"BLEESED HOPE INVESTMENTS AND PROJECTS (PTY) LTD";"";"lapsed";"2018/03/19"
"SMALL ENTERPRISE FINANCE AGENCY";"";"registered";"2007/05/18"
"LENDCOR (PTY) LTD";"LENDCOR";"registered";"2007/05/29"
"HEMARO CC";"POTLAKI COMMUNITY SERVICES & FLEXI LOANS AND FINANCIAL ASSISTANCE";"registered";"2007/07/19"
"NBC FINANCE (RF) LIMITED";"";"registered";"2007/05/30"
"MATHE BUILDING CONSTRUCTION CC";"MBCON FINANCIAL SERVICES";"registered";"2007/09/08"
"AKELOB FINANSIELE DIENSTE BK";"BOLEKA";"registered";"2007/11/07"
"RAVINRISK FINANCIAL SERVICES (PTY) LTD";"CITY CASH / JUST CASH";"registered";"2007/06/11"
"P J P H PENINSULA MARKETING (PTY) LTD";"";"registered";"2007/11/05"
"ZEQILE ZONDI";"ALL NATION CASH LOANS";"registered";"2007/10/08"
"INTEGER HOME LOANS (PTY) LTD";"INTEGER";"registered";"2007/10/22"
"MASHELE WA MAPELA GENERAL TRADING CC";"";"lapsed";""
"SEMCRETE SYSTEMS CC";"";"lapsed";"2015/09/22"
"MTHIMKHULU Z T ENTERPRISE (PTY) LTD";"";"lapsed";"2018/03/19"
"GARIEP MEAT PROCESSORS (PTY) LTD";"";"lapsed";""
"THE BUSINESS ZONE 1347 CC";"";"lapsed";"2018/05/01"
"NWEDA-PHUM GENERAL TRADING CC";"";"lapsed";""
"BAZ CC";"";"lapsed";"2018/11/23"
"NHLUVUKO RIKHOTSO TRADING (PTY) LTD";"";"lapsed";"2019/04/17"
"THEUNIS JOHANNES PUTTER";"";"lapsed";""
"MM LUKHELE TRADING ENTERPRISE (PTY) LTD";"";"lapsed";"2019/01/22"
"A - Z MICRO LOANS CC";"";"registered";"2007/10/22"
"TENACITY FINANCIAL SERVICES (PTY) LTD";"";"registered";"2007/10/25"
"ANDRE LOURENS CASH LOANS TRUST";"";"registered";"2007/10/18"
"ALPHACRESS (PTY) LTD";"EWENA FINANCE";"registered";"2007/07/27"
"BLUE GRANITE INVESTMENTS NO 4 (RF) LTD";"";"registered";"2007/09/04"
"SENTRAAL-SUID CO-OPERATIVE LTD";"";"registered";"2007/06/18"
"TUELO'S PUB AND PROJECTS CC";"TUELO INSTANT LOANS";"registered";"2007/08/28"
