credit_provider_name;trading_names;registration_status;effective_date
"DB EN W ONTWIKKELINGS BK";"";"lapsed";"2014/10/30"
"VINCENT WILLIAM KOEKEMOER";"";"lapsed";""
"A & M DOCKRAT CC";"";"lapsed";""
"MFJ PRODUCTS (PTY) LTD";"MFJ LOANS";"registered";"2019/07/26"
"NYERORO TRADING ENTERPRISE (PTY) LTD";"";"registered";"2019/07/26"
"ZAAKA FINANCIAL SERVICES (PTY) LTD";"ZAAKA.CO";"registered";"2019/07/26"
"KHONQANI CASH LOANS (PTY) LTD";"";"registered";"2019/07/26"
"SAPHIWOKUHLE CASH LOAN (PTY) LTD";"";"registered";"2019/06/07"
"LEGACY TALENT (PTY) LTD";"";"registered";"2019/07/07"
"GOTCHA BACK (PTY) LTD";"";"registered";"2019/07/29"
"NOVA INVESTMENT HOLDINGS (PTY) LTD";"";"registered";"2019/07/24"
"CASH CRUSADERS THE GLEN (PTY) LTD";"";"registered";"2019/07/29"
"NKARI CASH LOAN AND GENERAL (PTY) LTD";"";"registered";"2019/07/25"
"REINHARD HERMANN HENRY HERBERT HASS";"";"lapsed";"2014/03/31"
"CAPIFIN FINANCE (PTY) LTD";"";"lapsed";""
"WILPROPS 30 (PTY) LTD";"";"lapsed";""
"RIAAN GREYVENSTEIN";"";"lapsed";"2014/03/31"
"MURRAY VAN HEERDEN LOANS CC";"";"lapsed";""
"CREATIVE HEARTS (PTY) LTD";"";"lapsed";""
"JULIA SPAZ TRADING AND PROJECTS CC";"";"lapsed";"2018/03/19"
"READY FINANCING (PTY) LTD";"";"lapsed";"2018/03/03"
"ESTATE PANELBEATERS CC";"";"lapsed";"2018/03/03"
"ALPHABET STREET PROPERTIES 87 (PTY) LTD";"";"lapsed";"2014/10/30"
"MAPLE CASH LOANS KIMBERLEY (PTY) LTD";"";"registered";"2019/07/25"
"A AND F LOGISTICS (PTY) LTD";"";"registered";"2019/07/24"
"COUNTABLE LOANS (PTY) LTD";"";"registered";"2019/07/23"
"MEONDO TRADING 401 CC";"MEONDO FINANCIAL";"registered";"2019/07/24"
"ZITHUKUSELEKHONA (PTY) LTD";"";"registered";"2019/07/24"
"XITIMA BUSINESS ENTERPRISE (PTY) LTD";"";"registered";"2019/07/25"
"RAMASELAS TRADING ENTERPRISE (PTY) LTD";"";"registered";"2019/07/30"
"LOANS FOR U BARKLY WEST (PTY) LTD";"";"registered";"2019/07/28"
"J H CASH LOAN (PTY) LTD";"";"registered";"2019/07/15"
"LAVHE FINANCIAL SERVICES (PTY) LTD";"";"registered";"2019/07/30"
"LUANAME TRADING ENTERPRISE CC";"";"lapsed";""
"RUMIBYTE (PTY ) LTD";"";"lapsed";""
"SEBENZANI TRADING 23 (PTY) LTD";"";"lapsed";"2018/03/19"
"MALOHIEM TRADE AND INVEST (PTY) LTD";"";"lapsed";""
"PIXIE DUST TRADING 107 (PTY) LTD";"";"lapsed";""
"MERITI STOKVEL PRIMARY CO-OPERATIVE LIMITED";"";"lapsed";""
"NENGWEKHULU TSHIWANDALANI INC";"";"lapsed";""
"KHUNDU VHA BVANA TRADING ENTERPRISE CC";"";"lapsed";""
"ESYS CREDIT PROVIDER (PTY) LTD";"";"lapsed";""
"MONEY BOX INVESTMENTS 243 (PTY) LTD";"";"lapsed";""
"CNF INVESTMENT (PTY) LTD";"";"registered";"2019/07/30"
"PIVOS INVESTMENTS (PTY) LTD";"APULLY CASH LOANS";"registered";"2019/07/25"
"CASTLE LOANS (PTY) LTD";"";"registered";"2019/07/27"
"YABELA FINANCE (PTY) LTD";"";"registered";"2019/07/27"
"BHAMBATHA MICRO LENDING (PTY) LTD";"";"registered";"2019/07/29"
"QUICK LOAN (PTY) LTD";"";"registered";"2019/07/29"
"FORTUNE CS (PTY) LTD";"";"registered";"2019/07/25"
"TSLNP CASH LOAN (PTY) LTD";"";"registered";"2019/07/27"
"AAL OFFICE EQUIPMENT CC";"AAL FURNITURE & LOANS";"registered";"2007/08/28"
"THONGWANE INVESTMENTS (PTY) LTD";"THONGWANE CASH LOANS";"registered";"2019/07/29"
"SENQOBILE INVESTMENTS (PTY) LTD";"";"lapsed";""
"MASINDIZE TRADING CC";"";"lapsed";"2018/03/21"
"CROSSOVER FINANCE (PTY) LTD.";"";"lapsed";""
"BOLELA FINANCIAL TRADING CC";"";"lapsed";"2018/03/21"
"TRIPLE ADVANCED INVESTMENTS 52 (PTY) LTD";"";"lapsed";""
"CHELROY TRADING AND PROJECTS (PTY) LTD";"";"lapsed";""
"MAF CASH CC";"";"lapsed";"2014/03/31"
"MODERN DIRECT ACCESS SOLUTIONS (PTY) LTD";"";"lapsed";""
"TRIPLE ADVANCED INVESTMENTS 61 (PTY) LTD";"";"lapsed";""
"MAMU CASH LOAN (PTY) LTD";"";"lapsed";""
"MADZHANA INVESTMENT SERVICES CC";"MIS FINANCIAL SERVICES";"registered";"2019/07/29"
"JONI HOLDINGS (PTY) LTD";"";"registered";"2019/07/29"
"HOPESTONE FINANCIAL SERVICES (PTY) LTD";"";"registered";"2019/07/29"
"ADVERTISEMENT EVOLUTION (PTY) LTD";"ADEVOLUTION";"registered";"2019/07/26"
"LOAN24 (PTY) LTD";"";"registered";"2019/07/29"
"KUZOLUNGA CASH LOAN (PTY) LTD";"";"registered";"2019/07/31"
"LA JOY TRADING ENTERPRISE (PTY) LTD";"";"registered";"2019/07/26"
"BEST STOP (PTY) LTD";"";"registered";"2019/07/26"
"RAPHCAPITAL FINANCIAL SERVICES (PTY) LTD";"";"registered";"2019/07/31"
"NASPRO CASH LOANS (PTY) LTD";"";"registered";"2019/07/31"
"SANDUVA FINANCIAL SERVICES CC";"";"lapsed";""
"KHOZI FINANCIAL SERVICES (PTY) LTD";"";"lapsed";""
"SNOW LINE TRADING 586 CC";"";"lapsed";"2014/03/31"
"BOTSANG TRADING 49 CC";"";"lapsed";""
"INSTITUTE OF BUSINESS MANAGEMENT OF SOUTHERN AFRICA (PTY) LTD";"";"lapsed";""
"MOSSELBAAI MEUBILEERDERS CC";"";"lapsed";""
"AETERNO INVESTMENTS 257 (PTY) LTD";"";"lapsed";""
"BAY CITY TRADING 417 CC";"";"lapsed";"2014/03/31"
"HOMANN AND HOMANN CC";"";"lapsed";"2018/03/19"
"LETHELI TRADING CC";"";"lapsed";""
"SAKHIKSASA TRADING AND PROJECTS (PTY) LTD";"";"registered";"2019/08/01"
"PORTIA MARUMO PROJECTS (PTY) LTD";"";"registered";"2019/07/31"
"KINTA INTERPRISE (PTY) LTD";"";"registered";"2019/07/30"
"MFIIKI (PTY) LTD";"";"registered";"2019/07/31"
"DR MONONYANE INC";"";"registered";"2019/07/31"
"MR SKHEI CASH LOAN (PTY) LTD";"Mr Skhei";"registered";"2019/07/31"
"SEPALO AGRI PROJECT AND TRADING (PTY) LTD";"";"registered";"2019/08/02"
"NPSR GROUP (PTY) LTD";"NPSR LOANS";"registered";"2019/07/31"
"NDAMOK (PTY) LTD";"";"registered";"2019/08/05"
"SOPHILANGANI FINANCE CC";"";"registered";"2007/09/12"
"MONEY BOX INVESTMENTS 257 (PTY) LTD";"";"lapsed";"2018/11/01"
"AETERNO INVESTMENTS 273 (PTY) LTD";"";"lapsed";"2018/11/30"
"MONEY BOX INVESTMENTS 251 (PTY) LTD";"";"lapsed";"2018/03/03"
"SHANIKE INVESTMENTS NO 124 (PTY) LTD";"";"lapsed";"2018/03/03"
"HEARN DAVID JOSELYN";"";"lapsed";"2017/12/11"
"SELDA WISE (PTY) LTD";"";"lapsed";""
"MONEY BOX INVESTMENTS 244 (PTY) LTD";"";"lapsed";"2014/10/30"
"ROCHELLE VAN DER WESTHUIZEN";"";"lapsed";"2018/03/21"
"JORGE ARAUJO JO?O";"";"lapsed";""
"UMNGCWABO CLUB PORT EDWARD CC";"";"lapsed";"2018/03/19"
"ELFIN GROUP (PTY) LTD";"";"registered";"2019/08/02"
"JURGENS JACOBUS DIETRICHSEN";"";"registered";"2019/07/24"
"MASEMO FINANCIAL (PTY) LTD";"";"registered";"2019/08/02"
"OKKER DE KLERK";"";"registered";"2019/08/02"
"FARIA CAPITAL ADVISORS (PTY) LTD";"FARIA CAPITAL";"registered";"2019/07/30"
"LUBSH CASH LOANS (PTY) LTD";"";"registered";"2019/07/29"
"M Y CASH LOANS (PTY) LTD";"";"registered";"2019/08/02"
"UNIVERSAL CASH LOANS (PTY) LTD";"";"registered";"2019/08/05"
"FUNDIMARK (PTY) LTD";"";"registered";"2019/08/06"
"ACCELLENT FINANCIAL SERVICES (PTY) LTD";"";"registered";"2019/07/25"
"KIMBERLEY TRUST";"";"lapsed";"2018/03/19"
"SEGWAGWA CASH LOANS CC";"";"lapsed";"2018/03/19"
"MAMPODI CAPITAL (PTY) LTD";"";"lapsed";"2018/03/03"
"LAS MANOS INVESTMENTS 170 (PTY) LTD";"";"lapsed";"2018/11/01"
"RE A THUSA CASH LOAN CC";"";"lapsed";"2014/10/30"
"MDN FINANCIAL SERVICES (PTY) LTD";"";"lapsed";""
"ARMADA INVESTMENTS 020 (PTY) LTD";"";"lapsed";"2018/03/19"
"SINVENT INVESTMENTS 246 (PTY)LTD";"";"lapsed";"2018/03/03"
"TSHELETE FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"CHAROVERT CC";"";"lapsed";"2014/10/30"
"AUTUMNGRAPES TRADING (PTY) LTD";"";"registered";"2019/08/06"
"GEBAS CASH LOANS (PTY) LTD";"";"registered";"2019/08/06"
"TSOKOS TRADING AND PROJECTS (PTY) LTD";"";"registered";"2019/08/06"
"MONEY MAGNET LOANS (PTY) LTD";"";"registered";"2019/08/06"
"WILMAR ROCHER BOERDERY CC";"";"registered";"2019/07/29"
"MATHOLI PROJECTS (PTY) LTD";"";"registered";"2019/08/05"
"LUCKY ZONE FINANCE (PTY) LTD";"";"registered";"2019/08/02"
"GREEN ARCHER (PTY) LTD";"";"registered";"2019/08/05"
"FIRSTCRED FINANCIAL SERVICES (PTY) LTD";"";"registered";"2019/08/02"
"KINGDOM BLUE LIFE INSURANCE (PTY) LTD";"";"registered";"2019/08/02"
"MORONGWA MAPONYA INVESTMENT HOLDINGS (PTY) LTD";"";"lapsed";"2018/11/30"
"BONOLO TSHELETE CC";"";"lapsed";"2014/10/30"
"RED SQUARE CONSULTING AND INVESTMENTS (PTY) LTD";"";"lapsed";""
"TODAY`S HOPE TRADING AND PROJECTS 139 CC";"";"lapsed";"2019/07/02"
"KOPANONG FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2018/03/19"
"WORKFORCE GROUP PROVIDENT FUND";"";"lapsed";""
"JOAO GOMES DA SILVA AND JOHANNES PETZER TRADING IN PARTNERSHIP";"";"lapsed";"2018/11/30"
"BC SPECIALISED OPPORTUNITIES FUND TRUST";"";"lapsed";""
"CSYS FINANCING (PTY) LTD";"";"lapsed";"2014/10/30"
"CLORPIQUE 202 (PTY) LTD";"";"lapsed";"2018/03/03"
"ZUKISWA FINANCIAL SERVICES (PTY) LTD";"";"registered";"2019/08/02"
"LEFA LE MAFA PROJECTS (PTY) LTD";"LOAN RELOADED PAWN BROKER";"registered";"2019/08/05"
"MUGWENA BUSINESS CONSULTANT (PTY) LTD";"MUGWENA FINANCIAL SERVICES";"registered";"2019/08/02"
"NEVTA GENERAL TRADING (PTY) LTD";"";"registered";"2019/08/02"
"BUY SMART TRADING (PTY) LTD";"BST FINANCIAL";"registered";"2019/08/02"
"LUFUNO HOLDINGS (PTY) LTD";"";"registered";"2019/08/07"
"MATLAKELETLHOGONOLO (PTY) LTD";"";"registered";"2019/08/07"
"WESSEL JOHANNES OOSTHUIZEN";"WESSEL OOSTHUIZEN";"registered";"2019/06/21"
"YCS PAWN BROKERS AND MICRO LOANS (PTY) LTD";"";"registered";"2019/08/02"
"MNGANI FINANCIAL SOLUTIONS (PTY) LTD";"";"registered";"2019/08/06"
"AETERNO INVESTMENTS 269 (PTY) LTD";"";"lapsed";"2014/10/30"
"K2011119695 (PTY) LTD";"";"lapsed";""
"HATIVHANA CONSTRUCTION AND PROJECTS 1 CC";"";"lapsed";""
"MONEYWAVE (PTY) LTD";"";"lapsed";"2018/05/01"
"DIMOVOX (PTY) LTD";"";"lapsed";"2018/03/19"
"SHIR - LI CC";"";"lapsed";"2019/07/02"
"OOM JAN CASH LOAN (PTY) LTD";"";"lapsed";"2018/03/19"
"TEKAXUMA PROPERTY DEVELOPMENT CC";"";"lapsed";"2019/07/02"
"MUTSHELUKWA INVESTMENTS (PTY) LTD";"";"lapsed";"2018/03/21"
"DOKFIN TWO CC";"";"lapsed";"2019/07/02"
"MOKOLOKO CASH LOAN (PTY) LTD";"";"registered";"2019/08/06"
"EFFECT CASH LOAN (PTY) LTD";"";"registered";"2019/08/07"
"LIBERI VENTURE CAPITAL (PTY) LTD";"";"registered";"2019/07/26"
"GABRIELSONS (PTY) LTD";"";"registered";"2019/08/05"
"INNERVATION PAN AFRICAN PAYMENTS (PTY) LTD";"";"registered";"2019/08/03"
"NAKENI BUTHELEZI TRADING AND PROJECTS (PTY) LTD";"A AND B FINANCIAL SERVICE PROVIDERS";"registered";"2019/08/06"
"JM MOBILE LOANS (PTY) LTD";"";"registered";"2019/08/06"
"RENT A RAND FINANCE (PTY) LTD";"";"registered";"2019/08/06"
"ALL STARS CONSULTING AND MARKETING SOLUTION (PTY) LTD";"ALL STARS CONSULTING";"registered";"2019/08/06"
"ISIDULI CONSTRUCTION COMPANY (PTY) LTD";"ISIDULI";"registered";"2019/08/07"
"CHRISTINA ELISABETH HOLLANDER";"";"lapsed";"2018/11/30"
"PHILIP TOBIAS HOLLANDER";"";"lapsed";"2018/03/03"
"JANOKWE CASH LOANS (PTY) LTD";"";"lapsed";"2019/07/02"
"PHEONIX ROLLER MILLS CC";"";"lapsed";"2014/10/30"
"M EN E VERHURINGS CC";"";"lapsed";"2018/11/23"
"PLENTY PROPERTIES 172 (PTY) LTD";"";"lapsed";"2019/07/02"
"TRIPLE ADVANCED INVESTMENTS 94 (PTY) LTD";"";"lapsed";"2019/07/02"
"MUKAMBERI FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2018/03/03"
"RINGETA FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2019/07/02"
"EVERGREEN FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2014/10/30"
"OBEL FINANCIAL SERVICES CC";"";"registered";"2007/07/31"
"TAUKRK (PTY) LTD";"";"registered";"2019/08/08"
"JEREMINA TRADING (PTY) LTD";"";"registered";"2019/08/10"
"KANOS FINANCIAL SERVICES (PTY) LTD";"";"registered";"2019/08/06"
"VV ENTERPRISE (PTY) LTD";"CASH CONVERTERS VORNA VALLEY";"registered";"2019/08/09"
"PASCAL CAPITAL AND PRIVATE EQUITY FUND (PTY) LTD";"";"registered";"2019/08/12"
"REINVENTING GIANTS (PTY) LTD";"";"registered";"2019/08/04"
"NATASJA THOMPSON";"UNIQUE FINANCIAL SERVICES";"registered";"2019/08/08"
"NATIVE MONDISE (PTY) LTD";"";"registered";"2019/08/13"
"HAKUNENE CONSTRUCTION AND PROJECTS412 CC";"";"registered";"2019/08/14"
"MARK DENNIS KING AND ELSMARIE ELSIE MARIA KING TRADING IN PARTNERSHIP";"";"lapsed";"2019/07/02"
"HENDRIK STRYDOM FAMILIE TRUST";"";"lapsed";"2019/07/02"
"CONCORDE FINANCIAL LOANS (PTY) LTD";"";"lapsed";""
"ILANGA PERSONAL LOANS (PTY) LTD";"";"lapsed";"2019/04/17"
"NOGEMANE FINANCIAL SOLUTION (PTY) LTD";"";"lapsed";"2019/07/02"
"PHASANI FINANCIAL SERVICES CC";"";"lapsed";""
"MULONDO TRADING ENTERPRISE CC";"";"lapsed";"2018/03/19"
"C N SCRAP METALS CC";"";"lapsed";"2019/07/02"
"K2011119956 (PTY) LTD";"";"lapsed";"2014/10/30"
"DORINEX (PTY) LTD";"";"lapsed";""
"MDUBUSI FINANCIAL SERVICES AND TRADING ENTERPRISE (PTY) LTD";"";"registered";"2019/08/08"
"PULA CASH LOANS (PTY) LTD";"";"registered";"2019/08/13"
"MULANGA HOLDINGS (PTY) LTD";"";"registered";"2019/08/07"
"MAK CAPITAL (PTY) LTD";"";"registered";"2019/08/07"
"MADELEINE VISSER";"";"registered";"2019/08/12"
"WILLIAMS WEALTH CREATION (PTY) LTD";"";"registered";"2019/08/01"
"MNZ ZEE SOLUTION SERVICES (PTY) LTD";"";"registered";"2019/08/15"
"BAMBANANI FINANCIAL SOLUTIONS (PTY) LTD";"";"registered";"2019/08/15"
"HASS TRADING (PTY) LTD";"HASS FINANCIAL SERVICES";"registered";"2019/08/15"
"H M W FINANCE SERVICES (PTY) LTD";"";"registered";"2019/08/15"
"UNIVERSE FURNITURE CC";"";"lapsed";"2018/03/03"
"IZAK LOUW";"";"lapsed";"2018/11/30"
"NHLUBUKO PROJECT CC";"";"lapsed";"2019/07/02"
"THE PRETORIA SMALLHOLDINGS LTD";"";"lapsed";""
"BONDWAY (PTY) LTD";"";"lapsed";"2019/04/17"
"BION CAPITAL (PTY) LTD";"";"lapsed";""
"K2011119792 (PTY) LTD";"";"lapsed";"2014/10/30"
"CHANNEL O INVESTMENTS CC";"";"lapsed";"2018/03/19"
"PLATINUM MILE INVESTMENTS 442 (PTY) LTD";"";"lapsed";""
"TEMASHAMASE TRADING (PTY) LTD";"";"lapsed";"2019/07/02"
"LULU KHATI FINANCIAL SOLUTION (PTY) LTD";"";"registered";"2019/08/15"
"NTSAKISO GROUP (PTY) LTD";"";"registered";"2019/08/16"
"NDIAMB TRADING AND PROJECTS (PTY) LTD";"WHY NOT CASH LOAN";"registered";"2019/08/15"
"MCMCO CC";"MCM AFRICA";"registered";"2019/08/19"
"UMZI WAM UMZI WAKHO (PTY) LTD";"";"registered";"2019/08/14"
"NHLARIMA TRADING ENTERPRISE (PTY) LTD";"";"registered";"2019/08/05"
"NECTOR FINANCE (PTY) LTD";"";"registered";"2019/08/13"
"UNATHI CAPITAL (PTY) LTD";"";"registered";"2019/08/08"
"LONATHO (PTY) LTD";"Lan Micro Loans";"registered";"2019/08/08"
"KAGISO REFRIGERATION AND PLUMBING CC";"";"registered";"2019/08/06"
"MHAISE INVESTMENTS (PTY) LTD";"";"lapsed";"2019/07/02"
"TSHIRA TSHASHU SECURITY AND SUPPLY CC";"";"lapsed";"2018/11/23"
"KHASSIKA FINANCIAL CONSULTANTS (PTY) LTD";"";"lapsed";"2019/07/02"
"THOMAFATSI FINANCE CC";"";"lapsed";"2018/03/21"
"ELEGANT COOKWARE SUPPLIES (PTY) LTD";"";"lapsed";"2018/03/03"
"DOANES FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2018/03/19"
"ANYDAY TRADING ENTERPRISE CC";"";"lapsed";"2018/03/19"
"SHANIKE INVESTMENTS NO 125 (PTY) LTD";"";"lapsed";"2018/03/03"
"MPHELETLOTLO FINANCIAL SERVICES (PTY) LTD";"";"lapsed";""
"TITANTRADE 226 (PTY) LTD";"";"lapsed";"2018/11/30"
"VYON RONELL HESS";"";"registered";"2019/08/16"
"IBHAYI FINANCIAL CONSULTANTS CC";"TOP-UP FINANCE";"registered";"2007/04/05"
"BASHASHA FINANCIAL SERVICES CC";"";"registered";"2007/07/24"
"MAPLE CASH LOANS KRUGERSDORP (PTY) LTD";"";"registered";"2019/08/14"
"STRACHAN MICRO LOANS (PTY) LTD";"";"registered";"2019/08/15"
"9 ONE 1 (PTY) LTD";"";"registered";"2019/08/15"
"PHAHLA RURAL DEVELOPMENT FINANCE (PTY) LTD";"";"registered";"2019/08/16"
"SINGITAHUMBA BUSINESS ENTERPRISE (PTY) LTD";"";"registered";"2019/08/19"
"QF ADMINISTRATORS (PTY) LTD";"QFA";"registered";"2019/08/16"
"NOAH THEMBA DUMISA CASH LOAN (PTY) LTD";"";"registered";"2019/08/12"
"MATATIELE FINANCIAL SERVICES (ASSOCIATION INC UNDER SECTION 21)";"";"lapsed";"2014/03/31"
"RAINBOW PLACE PROPERTIES 200 (PTY) LTD";"";"lapsed";"2018/03/19"
"GAGENI TRADE AND INVEST 143 (PTY) LTD";"";"lapsed";"2018/03/03"
"HELIPAD MANSIONS AND TRADING EMPIRE (PTY) LTD";"";"lapsed";"2018/03/19"
"SIGBA CAPITAL (PTY) LTD";"";"lapsed";"2018/03/19"
"SHE AND HE HAIR SALON CC";"";"lapsed";"2019/07/02"
"CLEMDAT FINANCIAL SERVICE AND TRADING (PTY) LTD";"";"lapsed";"2018/03/19"
"GEORGINA CHRISTINA VILJOEN";"";"lapsed";""
"AHUJA INVESTMENTS (PTY) LTD";"";"lapsed";""
"ANNA ELIZABETH JOHANNA WESSELS";"";"lapsed";"2018/11/30"
"AFURIKA CASH LOANS (PTY) LTD";"";"registered";"2019/08/16"
"ANDIKHET TRADING ENTERPRISE (PTY) LTD";"";"registered";"2019/08/19"
"MARTHA CASHLOANS AND FASHION DESIGNS (PTY) LTD";"";"registered";"2019/08/20"
"FAST CASH MICRO FINANCE CC";"";"registered";"2007/10/05"
"BHELE GREEN TRADING (PTY) LTD";"";"registered";"2019/08/20"
"K2015000178 (SOUTH AFRICA) (PTY) LTD";"GR MICHAELS";"registered";"2019/07/11"
"IBUTHO CONSULTING CC";"";"registered";"2019/08/15"
"Z ONE TRADING (PTY) LTD";"A LI CASH LOAN";"registered";"2019/08/19"
"DIAMOND CLUB (PTY) LTD";"";"registered";"2019/08/23"
"REEG FINANCE CORPORATION (PTY) LTD";"";"registered";"2019/08/22"
"CARLENE JOUBERT";"";"lapsed";"2018/03/19"
"ZEUS CASH LOANS CC";"";"lapsed";"2019/04/17"
"MAGIC LOANS AT NEW ORISONS (PTY) LTD";"";"lapsed";"2018/03/19"
"OXYROS 309 CC";"";"lapsed";"2019/07/02"
"LIMEFRESH RESTAURANT CC";"";"lapsed";""
"KOENA CASH LOANS CC";"";"lapsed";"2018/03/19"
"TURNOVER TRADING 277 (PTY) LTD";"";"lapsed";"2018/03/19"
"NJABELI CASH LOANS CC";"";"lapsed";"2018/03/21"
"MONEY UPFRONT KATHU CC";"";"lapsed";""
"ROCAGENIX (PTY) LTD";"";"lapsed";"2014/10/30"
"GROUP NINE INVESTMENT (PTY) LTD";"";"registered";"2019/08/19"
"CASH ON TRICHARDTS (PTY) LTD";"";"registered";"2019/08/22"
"EMMANUEL AND CO COMMUNICATION (PTY) LTD";"";"registered";"2019/08/22"
"KWIK CASH (PTY) LTD";"";"registered";"2019/08/20"
"WAO INVESTMENTS CC";"SIMUNYE CASH LOANS";"registered";"2007/05/31"
"BILNIC INVESTMENTS (PTY) LTD";"";"registered";"2019/08/21"
"CASH CRUSADERS HATFIELD (PTY) LTD";"";"registered";"2019/08/16"
"KHULULEKA CASH LOAN CC";"";"registered";"2019/08/22"
"KEATREASURE FINANCE (PTY) LTD";"";"registered";"2019/08/22"
"SPHATHA TRADING (PTY) LTD";"";"registered";"2019/08/20"
"ANTILOG FINANCIAL SERVICES CC";"";"lapsed";"2018/03/19"
"REDSOX TELECOMMUNICATION (PTY) LTD";"";"lapsed";"2018/03/19"
"MOLENDAMO FAMILY CASH LOAN (PTY) LTD";"";"lapsed";""
"MUSHANDWA FINANCIAL SERVICES CC";"";"lapsed";"2018/03/19"
"GREEN MORE TRADING CC";"";"lapsed";"2014/10/30"
"NWA G FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2018/03/19"
"EDUAN ONDERNEMERS BK";"";"lapsed";"2018/03/19"
"J M FOUCHEE INVESTMENTS CC";"";"lapsed";""
"NDOLWANE GENERAL TRADING (PTY) LTD";"";"lapsed";"2018/03/19"
"NAMBA SIKHAMBE CASH LOANS (PTY) LTD";"";"lapsed";"2019/07/02"
"WEEKLY CASH LOAN (PTY) LTD";"";"lapsed";"2018/03/21"
"NULANE INVESTMENTS 307 (PTY) LTD";"";"lapsed";"2018/03/21"
"K2011129752 (South Africa) (PTY) LTD";"";"lapsed";"2018/03/21"
"MASIQHAME TRADING 769 CC";"";"lapsed";""
"NIFPRO (PTY) LTD";"";"lapsed";"2019/07/02"
"DYNAMCO (PTY) LTD";"";"lapsed";"2018/03/21"
"GROWTH FOCUS PROPERTIES CC";"";"lapsed";"2018/03/21"
"KAMAKAZI TREE FELLERS CC";"";"lapsed";"2018/11/30"
"BHALIWE JANE MNISI";"";"lapsed";"2018/03/19"
"AIN'T BROKE CREDIT SOLUTIONS (PTY) LTD";"";"lapsed";"2018/03/21"
"DINU MALAMBANE (PTY) LTD";"";"registered";"2019/08/22"
"NHLAHLENG (PTY) LTD";"RETREAT FINANCIAL SERVICES";"registered";"2019/08/22"
"KUDA HOLDINGS (PTY) LTD";"";"registered";"2019/08/23"
"MTHIMANDE MQUNGEBE (PTY) LTD";"SONYBOY";"registered";"2019/08/14"
"CHANTEL BOLTON";"R & B LOANS";"registered";"2019/08/28"
"CITY PEOPLE FINANCE TRUST";"";"registered";"2007/08/14"
"DIVORCE YOUR JEWELS (PTY) LTD";"";"registered";"2019/08/27"
"PRIME AFRICAN LIFE (PTY) LTD";"PRIME AFRICAN FINANCE";"registered";"2019/08/27"
"WEALTH AFRICA INVESTMENTS (PTY) LTD";"LUKHANJI CASH LOANS";"registered";"2019/08/27"
"KATLEHO CASH LOAN (PTY) LTD";"";"registered";"2019/08/28"
"TSHITHE FINANCIAL SERVICES CC";"";"lapsed";"2019/07/02"
"COMPASS LOANS (PTY) LTD";"";"lapsed";"2018/03/21"
"K2011125983 (PTY) LTD";"";"lapsed";"2018/03/19"
"NGUBANE FINANCIAL SERVICES (PTY) LTD";"";"lapsed";"2018/03/21"
"BEIRUT INVESTMENTS CC";"";"lapsed";"2014/10/30"
"ARCADIA HOME SHOPPING (PTY) LTD";"";"lapsed";""
"KHULANAMI FINANCE CC";"";"lapsed";"2018/03/21"
"K2012004556 (SOUTH AFRICA) (PTY) LTD";"";"lapsed";"2018/03/21"
"SEVEN FALLS TRADING 101 (PTY) LTD";"";"lapsed";"2017/12/11"
"SEA SHADOW TRADE AND INVEST 169 ( PTY ) LTD";"";"lapsed";"2018/03/21"
"NYASHETA LOGISTICS AND TRANSPORT CC";"ELANDMONEY";"registered";"2019/08/28"
"RASEHLO SMALL BUSINESS FINANCE (PTY) LTD";"";"registered";"2019/08/29"
"REMANT FINANCIAL SERVICES (PTY) LTD";"";"registered";"2019/08/20"
"NSIBA SOLUTIONS (PTY) LTD";"NSIBA DEBT SOLUTIONS";"registered";"2019/08/28"
"UGCOBO BURIAL SOCIETY (PTY) LTD";"";"registered";"2019/08/30"
"MOREPIWA CASH LOANS (PTY) LTD";"";"registered";"2019/08/30"
"GRIBBON TRADING 1 CC";"GRIBBON CASH LOANS";"registered";"2007/08/06"
"RIKHA TRADING ENTERPRISE (PTY) LTD";"KHANYI CASH LOANS";"registered";"2019/08/28"
"VISION DIRECT 155 (PTY) LTD";"TRANSAFRICA";"registered";"2019/08/29"
"DHLOMOS SECURITY (PTY) LTD";"";"registered";"2019/08/28"
"GILAZI CONSTRUCTION AND PROJECTS CC";"";"lapsed";"2019/07/02"
"K2011119741 (PTY) LTD";"";"lapsed";"2018/03/19"
"NULANE INVESTMENTS 300 (PTY) LTD";"";"lapsed";"2014/10/30"
"SINVENT INVESTMENTS 253 (PTY) LTD";"";"lapsed";"2018/03/21"
"GT LOANS CC";"";"lapsed";""
"NIFDEV (PTY) LTD";"";"lapsed";""
"PUSH FINANCING (PTY) LTD";"";"lapsed";"2014/10/30"
"K2011119648 (PTY) LTD";"";"lapsed";"2018/03/21"
"SINVENT INVESTMENTS 250 (PTY) LTD";"";"lapsed";"2018/03/21"
"K2012002318 (SOUTH AFRICA) (PTY) LTD";"";"lapsed";"2018/03/21"
